i,host
GM_YZ4_2_1_3490,Scurrula_parasitica
GL_YZ2_2_1_12909,Frankliniella_intonsa_dataset
B1_UK_H7_154449,Leiobunum_manubriatum
XC1_YZ2_2_1_185751,Rhinella_marina
XC1_LZ1_2_1_67200,Calochortus_balsensis
X1_LZ1_2_1_201744,Carpoglyphus_lactis
Ns116SPO1_174605,Viviania_marifolia
Nh57SPW1_256354,Scheffersomyces_segobiensis
P1_YZ1_2_28817,Succisa_pratensis
D6_LD1_2_138377,Frankliniella_intonsa_dataset
GD1_LZ3_2_263001,Calochortus_balsensis
B1_XZ_H4_161258,Chrysomya_bezziana_dataset
hlSP9O1_44459,Solea_senegalensis
GC_YZ1_2_1_250516,Stratiolaelaps_miles
D7_XX1_2_35500,Canna_indica
B1_LD1_2_1_99844,Chamaelirium_luteum
X2_05_84193,Caloenas_nicobarica
GM1_YZ2_2_1_25281,Aptinothrips_rufus_dataset
SZ1_YZ2_2_42425,Frankliniella_intonsa_dataset
GD1_LZ2_2_575042,Calochortus_balsensis
GM1_YZ3_2_1_63898,Frankliniella_intonsa_dataset
GD1_LZ3_2_109135,Aptinothrips_rufus_dataset
XC1_YZ2_2_1_161900,Tanypteryx_hageni_dataset
GL_X2_A1_1_35467,Caloenas_nicobarica
J5_LD1_2_209188,Santalum_album
J5_LD1_2_209188,Scurrula_parasitica
B2_YZ_H1_60930,Coptis_teeta
B1_UK_H10_261967,Araneus_angulatus
GL_LZ1_2_36173,Cyprinus_carpio
SZ3_LD1_2_2_275218,Leiobunum_manubriatum
XC1_LZ1_2_1_11098,Rhinella_marina
GM_YZ2_2_1_121118,Canna_indica
X4_JX1_2_1_213408,Canna_indica
J5_LD1_2_94082,Helwingia_omeiensis
X2_NPF1_2_1_374087,Santalum_album
X2_NPF1_2_1_374087,Scurrula_parasitica
GM1_LD1_2_10925,Malania_oleifera
Nh54SPW1_89803,Frankliniella_intonsa_dataset
Nh71SPO1_169485,Aedes_aegypti
Nd19SPW1_38907,Andrena_camellia_dataset
Ns115SPO1_50020,Bombyx_mori_dataset
GD1_DY1_2_1_129686,Anania_coronata_dataset
GD1_YZ2_2_1_254064,Ailurus_styani
GD1_YZ2_2_1_208350,Phalangium_opilio
GM1_YZ2_2_1_29376,Anax_junius_dataset
GD1_LD1_2_1_10874,Anax_junius_dataset
C1-LIK-H3_305174,Scheffersomyces_segobiensis
GA_UK16_2_161083,Frankliniella_intonsa_dataset
M_61_2_1_210572,Aspergillus_ochraceoroseus
SZ1_YZ1_2_52140,Curcuma_longa
D7_QZ1_2_28933,Boana_sibleszi
D7_YZ1_2_1_143657,Rhinella_marina
D7_LD1_2_130359,Aquilaria_sinensis
Ns116SPO1_128261,Pergamasus_crassipes
P1_YZ1_2_13999,Cornus_florida
Ns115SPO1_93180,Phoenix_dactylifera
Ns105SPO1_4308,Tripterygium_wilfordii
GQ1_UK2_2_1_247484,Canna_indica
B1_TZ_H1_45790,Periplaneta_americana_dataset
GM_UK1_2_1_34828,Areca_camarinensis
GM_YZ4_2_1_65742,Pergamasus_crassipes
GL_YZ2_2_1_30480,Anax_junius_dataset
GL_XX2_2_1_53003,Zingiber_officinale
GM_XX2_2_1_160652,Canna_indica
GM_YZ3_2_1_181229,Canna_indica
GM_XX1_2_1_15359,Boana_sibleszi
GM_UK4_2_1_102367,Cosmoglyphus_oudemansi
B1_NC_2_1_15006,Heterocephalus_glaber
B1_UK_H1_455136,Ceratosolen_fusciceps_dataset
D6_LZ1_2_134778,Heterocephalus_glaber
H_BN_2_1_152815,Phoenix_dactylifera
H_BN_2_3_305009,Anax_junius_dataset
H_BN_2_3_62076,Aedes_aegypti
Nq40SPO1_173943,Phoenix_dactylifera
P1_TZ1_2_239951,Erodium_cicutarium
H_BN_2_1_531333,Canna_indica
D1_YZ1_2_3_27564,Frankliniella_intonsa_dataset
SZ1_XX1_2_301461,Caloenas_nicobarica
SZ1_XX1_2_292704,Aptinothrips_rufus_dataset
GH_YZ1_2_1_33050,Canna_indica
B1_UK_H5_114479,homo_sapiens
D1_YZ1_2_3_16334,Carpoglyphus_lactis
Ns101SPO1_23398,Smilax_azorica
B1_UK_H5_210246,Rhinella_marina
GQ1_LD1_2_1_89091,Canna_indica
M49_2_1_31896,Periplaneta_americana_dataset
GD2_XX1_2_1_190877,Frankliniella_intonsa_dataset
Nh13SPW1_59602,Rhizoctonia_solani
GQ1_MZ1_2_1_3329,Carpoglyphus_lactis
C2-LZ-H1_9961,Cyprinus_carpio
B2_YZ_H1_75492,Carpoglyphus_lactis
D3_XX1_2_70072,Orthetrum_coerulescens_dataset
D3_XX1_2_30064,Frankliniella_intonsa_dataset
B1_NC_2_2_121232,Caloenas_nicobarica
B1_NC_1_76530,Caloenas_nicobarica
B1_YZ1_2_1_189990,Leiobunum_manubriatum
B1_NC_2_2_101040,Alca_torda
B1_NC_1_51546,Canna_indica
P1_LW1_2_153983,Carpoglyphus_lactis
B1_NC_2_2_147735,Phalangium_opilio
B1_NC_1_154791,Areca_camarinensis
C1-DZ1-2-3_5799,Macrotermes_natalensis_dataset
D7_QZ1_2_138883,Aspergillus_ochraceoroseus
H-NC-1_200517,Solea_senegalensis
X2_JX1_2_1_131004,Andrena_camellia_dataset
L5_LZ1_2_1_22747,Boana_sibleszi
Nh5SPO8_27443,Phoenix_dactylifera
Nd22SPW1_125985,Phoenix_dactylifera
ST1_S1_1_70719,Rhinella_marina
chSP28W1_70746,Phoenix_dactylifera
GC_YZ1_2_1_101164,Areca_camarinensis
C1-YZ1-H1_148250,Succisa_pratensis
Nh84SPW1_113534,Zingiber_officinale
D3_YZ3_2_198790,Calochortus_balsensis
C1-YZ1-H1_97570,Rhinella_marina
GM_XX2_2_1_16255,Curcuma_longa
B1_YZ_H3_60795,Adelges_abietis_dataset
B1_UK_H10_13225,Anania_coronata_dataset
D6_LD1_2_94342,Ornithodoros_gurneyi
X2_09_100980,Aptinothrips_rufus_dataset
B2_YZ_H1_100696,Carpoglyphus_lactis
B1_UK_H5_122994,Canna_indica
GL_X2_A3_5_8049,Curcuma_longa
ST1_B1_3_171030,Phoenix_dactylifera
H-NC-2_340421,Phoenix_dactylifera
G1_XZ1_2_1_138236,Phoenix_dactylifera
M_15_2_60297,Aspergillus_ochraceoroseus
G1_XZ1_2_268086,Cosmoglyphus_oudemansi
B3_XXZ1_2_1_184775,Santalum_album
B3_XXZ1_2_1_184775,Scurrula_parasitica
B3_LZ2_2_121046,Allygidius_commutatus_dataset
X3_3_4830,Canna_indica
B1_YZ_H2_198957,Zingiber_officinale
GQ1_LD1_2_1_81964,Canna_indica
hnSP32W1_36431,Rhinella_marina
GM1_YZ4_2_1_90105,Canna_indica
YQ_E1_3_150084,Calochortus_balsensis
ld9SPW1_11718,Acheta_domesticus_dataset
Nh50SPW1_69317,Pampusana_beccarii
B2_JX4_2_120739,Santalum_album
B2_JX4_2_120739,Scurrula_parasitica
A2_LZ1_2_29546,Acomys_cahirinus
GW_XX1_2_85473,Aquilaria_sinensis
D4_LZ1_2_1_12817,Cinnamomum_aromaticum
D4_LZ1_2_1_12817,Persea_americana
M_15_2_6798,Dermacentor_albipictus
GM_YZ1_2_1_169077,Stratiolaelaps_miles
SQ1_Z1_2_141349,Megalurothrips_usitatus_dataset
M_14_2_77568,Rhizoctonia_solani
C1-UK-H1_20355,Caloenas_nicobarica
D3_XX1_2_167716,Canna_indica
B2_YZ_H1_119687,Ornithodoros_gurneyi
X2_010_53472,Aptinothrips_rufus_dataset
X3_3_2446,Aptinothrips_rufus_dataset
X2_011_38090,Frankliniella_intonsa_dataset
P1_LW1_2_234596,Canna_indica
D2_HX1_2_1_255398,Pleurotus_ostreatus
B1_YZ1_2_1_213164,Zingiber_officinale
Nh68SPW1_200908,Aptinothrips_rufus_dataset
GL_LZ1_2_39929,Santalum_album
GL_LZ1_2_39929,Scurrula_parasitica
ST1_B1_1_47407,Pleurotus_ostreatus
SJ1_Y1_1_204508,Aedes_aegypti
C2-LD1-2-2_20188,Erodium_cicutarium
B1_LD1_2_2_32379,Canna_indica
B1_YZ_H1_96878,Rousettus_aegyptiacus
B1_NC_2_2_8210,Canna_indica
B1_NC_1_70255,Canna_indica
GA_XX1_2_143088,Carpoglyphus_lactis
B1_YZ1_2_3_125559,Zingiber_officinale
D7_LW1_2_1_89575,Aptinothrips_rufus_dataset
X2_01_71785,Pampusana_beccarii
D7_QZ1_2_11800,Phoenix_dactylifera
X4_LZ2_2_1_18134,Balaeniceps_rex
X2_YZ_1_2_1_194571,Cyprinus_carpio
Nh25SPW1_21869,Alca_torda
Nh13SPW1_57315,Rhinella_marina
C1-YZ1-H1_118576,Frankliniella_intonsa_dataset
C1-UK-H1_118835,Carpoglyphus_lactis
hlSP9O1_35786,Caloenas_nicobarica
GL_YZ4_2_1_152492,Perca_fluviatilis
GL_YZ4_2_1_152492,Percidae
M49_2_2_104961,Aptinothrips_rufus_dataset
Nh54SPW1_195397,Oncorhynchus_tshawytscha
SQ1_Z1_3_220259,Heterobasidion_parviporum
GL_X2_A3_5_43633,Todus_mexicanus
B1_NC_2_1_128404,Antennarius_striatus
ST1_B1_3_13942,Carpoglyphus_lactis
B1_TZ_H1_260592,Perca_fluviatilis
B1_TZ_H1_260592,Percidae
B1_LD1_2_1_224299,Phoenix_dactylifera
GM1_YZ4_2_1_136526,Leiobunum_manubriatum
C3-YZ4-2-1_27570,Rhinella_marina
B1_XZ_H2_301140,Areca_camarinensis
B1_XZ_H2_72969,Aspergillus_ochraceoroseus
B3_YZ3_2_42476,Smilax_azorica
M_15_2_69015,Carpoglyphus_lactis
XZ_JX1_2_1_110588,Caloenas_nicobarica
B1_LD1_2_1_212131,Cyprinus_carpio
B1_LD1_2_1_183005,Megalurothrips_usitatus_dataset
B1_LD1_2_1_29521,Rhizoctonia_solani
GL_LD2_2_1_405366,Tanypteryx_hageni_dataset
B3_YZ3_2_58139,Aquilaria_sinensis
GL_YZ2_2_1_54564,Andrena_camellia_dataset
B1_YZ1_2_1_338247,Frankliniella_intonsa_dataset
C1-TZ-H2_43446,Pleurotus_ostreatus
B1_UK_H1_261362,Canna_indica
XC3_LZ4_2_1_1135,Boana_sibleszi
B1_LZ1_2_1_33118,Atlantic_salmon
hnSP37W2_71754,Amaurobius_ferox
B1_UK_H5_219669,Balaeniceps_rex
B1_UK_H4_261617,Canna_indica
hnSP37W2_65992,Armillaria_mellea
B2_XZ_H1_14004,Rhinella_marina
B1_UK_H7_57981,Alca_torda
B1_TZ_H1_195412,Cosmoglyphus_oudemansi
B1_TZ_H1_453168,Frankliniella_intonsa_dataset
H_1_2_31_23124,Phylloscopus_plumbeitarsus
H_1_2_31_214986,Rhinella_marina
H_1_2_31_320590,Manihot_esculenta
Ns116SPO1_4681,Pergamasus_crassipes
Ns116SPO1_40228,Alca_torda
L_WS_2_2_166661,Acomys_cahirinus
B1_LZ1_2_4_86369,Coptis_teeta
Ns116SPO1_182832,Cocos_nucifera
C1-DZ1-2-1_134046,Scheffersomyces_segobiensis
C1-DZ1-2-1_71022,Boana_sibleszi
SZ1_YZ1_2_279479,Pampusana_beccarii
M_11_2_3_278098,Canna_indica
D1_TZ1_2_231115,Nematopogon_robertella_dataset
D7_LW1_2_1_48979,Caloenas_nicobarica
D7_LW1_2_1_9155,Calochortus_balsensis
D7_LW1_2_1_106726,Cyprinus_carpio
Nh55SPW2_150979,Phoenix_dactylifera
C1-YZ1-H3_10559,Curcuma_longa
C1-YZ1-H3_68934,Canna_indica
D7_LW1_2_1_23074,Macrotermes_natalensis_dataset
D7_LW1_2_1_23183,Rhinella_marina
D7_LW1_2_1_23125,Gomphocerus_sibiricus_dataset
D7_LW1_2_1_35179,Phalangium_opilio
J4_YZ1_2_1_89033,Macrotermes_natalensis_dataset
A2_LZ1_2_144215,Alca_torda
M_11_2_3_249631,Stratiolaelaps_miles
SZ1_YZ1_2_161145,Hydrangea_macrophylla
SZ1_YZ1_2_21096,Gomphocerus_sibiricus_dataset
SZ1_YZ1_2_142546,Acheta_domesticus_dataset
SZ1_YZ1_2_280469,Pampusana_beccarii
B1_UK_H4_35508,Rousettus_aegyptiacus
Ns116SPO1_183546,Bartramia_longicauda
B1_UK_H5_196529,Rana_temporaria
B1_UK_H4_196198,Rana_temporaria
M_46_2_2_103011,Merops_apiaster
GL_X2_A5_2_80380,Curcuma_longa
GL_X2_A1_1_2028,Erodium_cicutarium
Nh13SPW1_41700,Acomys_cahirinus
Nh13SPW1_89749,Phoenix_dactylifera
D6_YZ1_2_217188,Bombyx_mori_dataset
SQ1_S1_2_70189,Erodium_cicutarium
D6_YZ1_2_23044,Heterocephalus_glaber
GQ2_LZ2_2_1_42004,Tanypteryx_hageni_dataset
B1_LZ1_2_1_271247,Atlantic_salmon
B1_LZ1_2_1_39064,Leiobunum_manubriatum
B1_LZ1_2_1_39127,Boana_sibleszi
M_15_2_13730,Rhinella_marina
C1-TZ-H2_94947,Ornithodoros_gurneyi
XC3_LZ4_2_1_28147,Acomys_cahirinus
GH_UK5_2_1_59296,Aquilaria_sinensis
D1_YZ2_2_1_297128,Boana_sibleszi
D1_YZ2_2_1_1738,Smilax_azorica
GC_JX2_2_1_185222,Alca_torda
GC_JX2_2_1_75501,Santalum_album
GC_JX2_2_1_75501,Scurrula_parasitica
J3_LD2_2_1_96136,Calochortus_balsensis
J2_LD1_2_1_12220,Heterocephalus_glaber
B1YZ_2_4_230785,Tiliqua_scincoides
B1YZ_2_4_31596,Rhinella_marina
B1YZ_2_4_231411,Cosmoglyphus_oudemansi
B1YZ_2_4_158952,Periplaneta_americana_dataset
B1YZ_2_4_158959,Periplaneta_americana_dataset
B1YZ_2_4_59900,Phoenix_dactylifera
B1YZ_2_4_202752,Alca_torda
X2_XX2_2_1_287673,Amilenus_aurantiacus
X3_3_66888,Cosmoglyphus_oudemansi
GW_YZ1_2_10339,Solea_senegalensis
GW_YZ1_2_10222,Pampusana_beccarii
GQ1_YZ1_2_1_133103,Alca_torda
GQ1_XX1_2_1_77704,Alca_torda
D1_TZ1_2_214096,Geranium_maculatum
J4_YZ1_2_1_199906,Phoenix_dactylifera
B1_NC_2_1_12348,Aptinothrips_rufus_dataset
L2_LD2_2_154746,Canna_indica
B3_YZ3_2_12729,Heterocephalus_glaber
B1_UK_H6_7546,Pampusana_beccarii
B1_UK_H6_53962,Heterocephalus_glaber
B1_UK_H6_8528,Canna_indica
GD2_YZ1_2_1_161841,Aptinothrips_rufus_dataset
Nh12SPO4_93203,Curcuma_longa
GD2_YZ1_2_1_215204,Bartramia_longicauda
Nh5SPO8_48250,Pampusana_beccarii
Nh68SPW1_116802,Pergamasus_crassipes
Nh12SPO4_90715,Dipsacus_fullonum
GW_YZ1_2_71597,Megalurothrips_usitatus_dataset
GD2_YZ1_2_1_108929,Phoenix_dactylifera
Nh68SPW1_72256,Erodium_cicutarium
Nh5SPO8_41530,Stratiolaelaps_miles
Nh12SPO4_96905,Periplaneta_americana_dataset
J5_LD1_2_181895,Frankliniella_intonsa_dataset
J5_LD1_2_45090,Tanypteryx_hageni_dataset
GW_YZ3_2_1_66203,Scheffersomyces_segobiensis
B1_YZ1_2_1_37664,Anax_junius_dataset
J5_LD1_2_86746,Tanypteryx_hageni_dataset
GD2_YZ1_2_1_126661,Calochortus_balsensis
GL_XX2_2_1_107952,Aptinothrips_rufus_dataset
J5_LD1_2_89708,Carpoglyphus_lactis
GW_YZ1_2_74924,Canna_indica
A1_YZ1_2_122465,Alca_torda
X2_010_7262,Aptinothrips_rufus_dataset
D7_LW1_2_1_88628,Adelges_abietis_dataset
D7_LW1_2_1_86756,Cinnamomum_aromaticum
D7_LW1_2_1_86756,Persea_americana
H_NC_5_182992,Heterocephalus_glaber
D1_TZ1_2_100062,Calochortus_balsensis
D1_TZ1_2_87526,Zingiber_officinale
D1_TZ1_2_59594,Rhinella_marina
B1_NC_2_1_15750,Canna_indica
D6_LZ2_2_224366,Pampusana_beccarii
D6_LZ2_2_138893,Cyprinus_carpio
D6_LZ2_2_97798,Canna_indica
B3_YZ3_2_35523,Phoenix_dactylifera
B1_UK_H6_61767,Frankliniella_intonsa_dataset
B1_UK_H6_47767,Heterocephalus_glaber
GL_QZ2_2_105222,Tiliqua_scincoides
J4_YZ1_2_1_94164,Frankliniella_intonsa_dataset
B1_NC_2_1_93304,Leiobunum_manubriatum
B3_YZ3_2_58021,Geranium_maculatum
D6_LZ2_2_89955,Bombus_bimaculatus_dataset
D6_LZ2_2_239501,Bos_taurus
B3_YZ3_2_60028,Rhinella_marina
B3_YZ3_2_95355,Phoenix_dactylifera
A1_HX1_2_80850,Pergamasus_crassipes
GM_YZ4_2_1_35298,Canna_indica
J3_LD1_2_1_24692,Aptinothrips_rufus_dataset
Nh53SPW1_179560,Coptis_teeta
SZ1_XX1_2_228582,Aptinothrips_rufus_dataset
A2_YZ3_2_68013,Amilenus_aurantiacus
GM_HX1_2_1_66011,Megalurothrips_usitatus_dataset
D2_LZ2_2_1_50126,Coptis_teeta
GM1_UK7_2_1_274304,Manihot_esculenta
C1-YZ1-H3_112871,Scheffersomyces_segobiensis
ST1_B1_1_107344,Amilenus_aurantiacus
SZ1_YZ2_2_44033,Canna_indica
B2_YZ_H1_118637,Pseudeuparius_sepicola_dataset
L2_MT1_2_176777,Allygidius_commutatus_dataset
P1_YZ1_2_35885,Berberis_aquifolium
G1_UK_2_1_81409,Bartramia_longicauda
Ns131SPW1_59022,Boana_sibleszi
Ns131SPW1_81162,Bartramia_longicauda
Ns131SPW1_20860,Quercus_engelmannii
Nh56SPW1_3217,Acheta_domesticus_dataset
A1_YZ1_2_1_94817,Scophthalmus_maximus
A1_TZ1_2_210699,Pampusana_beccarii
A1_YZ1_2_24958,Erodium_cicutarium
A2_LZ1_2_177213,Carabus_banonii_dataset
B1_NC_2_12_142901,Frankliniella_intonsa_dataset
B1_NC_2_1_65497,Megalurothrips_usitatus_dataset
B1_UK_H10_96847,Curcuma_longa
B1_UK_H12_323723,Coptis_teeta
B1_UK_H2_7507,Merops_apiaster
B1_UK_H2_3870,Phoenix_dactylifera
B1_UK_H7_92850,Andrena_camellia_dataset
B1_XZ_H5_108136,Pteropus_alecto
B1_XZ_H5_33238,Penicillium_citrinum
B1_YZ1_2_1_49626,Heterobasidion_irregulare
B1_YZ2_2_263323,Acomys_cahirinus
B1_YZ_H2_242351,Santalum_album
B1_YZ_H2_242351,Scurrula_parasitica
B3_LZ1_2_35745,Stephania_cephalantha
D4_JX2_2_1_484190,Phalangium_opilio
D5_YZ2_2_113973,Rhinella_marina
D6_LD1_2_149039,Andrena_camellia_dataset
D6_LZ2_2_29986,Pseudeuparius_sepicola_dataset
D7_QZ1_2_58496,Merops_apiaster
D7_XX1_2_33900,Geranium_maculatum
G1_XZ1_2_140409,Calochortus_balsensis
GD1_LZ4_2_183090,Periplaneta_americana_dataset
GD1_QZ1_2_228175,Antennarius_striatus
GD1_QZ1_2_139469,Antennarius_striatus
GD1_QZ1_2_101267,Acheta_domesticus_dataset
GD1_QZ1_2_247644,Antennarius_striatus
GD1_QZ2_2_408573,Periplaneta_americana_dataset
H_NC_5_122928,Crocanthemum_greenei
M_66_2_1_563391,Carabus_banonii_dataset
P1_XX1_2_79548,Areca_camarinensis
SQ1_Z1_2_67969,Phlebiopsis_gigantea
ST1_B1_1_42829,Carpoglyphus_lactis
ST1_B1_1_131438,Adelges_abietis_dataset
SZ1_YZ2_2_108656,Equus_caballus
SZ4_YZ1_1_76137,Pleurotus_ostreatus
C1-YZ4-2-2_16912,homo_sapiens
C1-YZ4-2-2_45909,Bombus_bimaculatus_dataset
GA_XX1_2_202703,Calochortus_balsensis
GA_YL1_2_1_195859,Canna_indica
GD1_YZ2_2_1_305976,Calotropis_procera
GD2_XX1_2_1_150656,Andrena_camellia_dataset
GD2_YZ1_2_1_145958,Phoenix_dactylifera
GL_XX2_2_1_2857,Areca_camarinensis
GL_YZ2_2_249421,Andrena_camellia_dataset
GL_YZ2_2_141640,Pleurotus_ostreatus
GM1_LD1_2_107818,Acomys_cahirinus
GM_UK4_2_1_103260,Scheffersomyces_segobiensis
GM_XX1_2_1_231088,Aptinothrips_rufus_dataset
GM_YZ1_2_1_20186,Erodium_cicutarium
GQ1_LD1_2_1_144354,Cyprinus_carpio
GQ1_XX1_2_1_116003,Solea_senegalensis
GQ1_XX1_2_1_70437,Pampusana_beccarii
GW_YZ1_2_97641,Aramus_guarauna
GW_YZ3_2_1_180674,Aptinothrips_rufus_dataset
GW_YZ3_2_1_172254,Gomphocerus_sibiricus_dataset
GW_YZ4_2_16569,Curcuma_longa
GW_YZ4_2_15097,Scophthalmus_maximus
GW_YZ4_2_71843,Andrena_camellia_dataset
GW_YZ5_2_13378,Ceratosolen_fusciceps_dataset
J4_YZ1_2_1_117404,Santalum_album
J4_YZ1_2_1_117404,Scurrula_parasitica
Nh15SPW1_49102,Pergamasus_crassipes
Nh49SPW1_222076,Succisa_pratensis
Nh51SPW1_194248,Stratiolaelaps_miles
Nh68SPW1_150313,Periplaneta_americana_dataset
Nq27SPW1_220674,Pergamasus_crassipes
Ns101SPO1_6167,Phoenix_dactylifera
X2_01_152628,Andrena_camellia_dataset
X2_01_203674,Canna_indica
X2_026_67320,Cornus_florida
X2_05_53956,Malania_oleifera
X2_JG1_2_1_4530,Megalurothrips_usitatus_dataset
X2_YZ_1_2_1_12210,Erodium_cicutarium
X3_2_257838,Santalum_album
X3_2_257838,Scurrula_parasitica
X3_3_72887,Aptinothrips_rufus_dataset
A2_XX1_2_1_215825,Pleurotus_ostreatus
GW_HX1_2_55397,Carpoglyphus_lactis
H-NC-2_402656,Merops_apiaster
J4_YZ1_2_44486,Megalurothrips_usitatus_dataset
L1_YZ1_2_1_75142,Megalurothrips_usitatus_dataset
X2_YZ_1_2_1_68379,Nycticorax_caledonicus
X3_1_106008,Heterocephalus_glaber
X3_3_77879,Cyprinus_carpio
YQ_E1_3_254840,Dermacentor_albipictus
B1_NC_1_255027,Phoenix_dactylifera
B1_NC_2_1_105046,Canna_indica
B1_NC_2_12_155822,Alca_torda
B1_NC_2_2_109794,Rhinella_marina
B1_UK_H1_120557,Balaeniceps_rex
B1_UK_H7_43156,Epinephelus_lanceolatus
B1_XXZ1_H2_190536,Ardea_alba
B1_YZ_H1_40993,Merops_apiaster
B1_YZ_H2_81429,Balaeniceps_rex
B1_YZ_H3_216919,Bos_taurus
B1_YZ2_2_298900,Manis_pentadactyla
B2_LW2_2_21485,Epinephelus_lanceolatus
B2_UK_H1_208664,Phoenix_dactylifera
B2_YZ3_2_1_131704,Heterocephalus_glaber
B2_YZ3_2_1_25052,Alca_torda
C1-YZ3-2-2_53338,Epinephelus_lanceolatus
C2-UK-H1_10680,Heterocephalus_glaber
C2-YZ5-H2_32966,Caloenas_nicobarica
D6_LD1_2_92856,Canna_indica
G1_BN_2_2_19632,Canna_indica
GH_UK5_2_1_223575,homo_sapiens
GL_LD1_2_1_53762,Rhinella_marina
GL_YZ2_2_191941,Frankliniella_intonsa_dataset
GL_YZ2_2_259458,Scophthalmus_maximus
GM_XX2_2_1_45844,Heterocephalus_glaber
GQ1_TZ1_2_1_178508,Phoenix_dactylifera
H_BN_2_7_94850,Curcuma_longa
hlSP9O1_54324,Heterocephalus_glaber
H-NC-2_81802,Oncorhynchus_tshawytscha
J4_YZ1_2_1_14433,Bos_taurus
ld1SPW1_119961,Canna_indica
M_47_2_1_185867,Tiliqua_scincoides
Nd19SPW1_18173,Frankliniella_intonsa_dataset
Nh35SPW1_75373,Caloenas_nicobarica
Nh58SPO1_19423,Alca_torda
Nh5SPO8_10885,Santalum_album
Nh5SPO8_10885,Scurrula_parasitica
Nh96SPW1_121142,Smilax_azorica
SQ1_Z1_2_222734,Oncorhynchus_tshawytscha
ST1_B1_2_124207,Santalum_album
ST1_B1_2_124207,Scurrula_parasitica
X2_010_145697,Megalurothrips_usitatus_dataset
X2_010_45657,Heterocephalus_glaber
X2_011_91077,Solea_senegalensis
X2_02_85575,Megalurothrips_usitatus_dataset
X2_YZ_1_2_1_237095,Zingiber_officinale
X3_25_13029,Caloenas_nicobarica
X3_3_59078,Caloenas_nicobarica
X4_LD1_2_1_205658,Pergamasus_crassipes
YQ_D1_1_115191,Canna_indica
P1_TZ1_2_240596,Frankliniella_intonsa_dataset
D6_YZ1_2_233622,Oncorhynchus_tshawytscha
B2_YZ3_2_1_59696,Todus_mexicanus
Nh16SPW1_196986,Balaeniceps_rex
GA_YL1_2_1_108488,Oncorhynchus_tshawytscha
D3_YZ2_2_120912,Merops_apiaster
B3_LZ5_2_16879,Ardea_alba
D7_LZ2_2_85968,Merops_apiaster
M49_2_2_116994,Periplaneta_americana_dataset
B1_UK_H3_522245,Acomys_cahirinus
B1_UK_H3_531521,homo_sapiens
B1_UK_H4_24467,Merops_apiaster
B1_YZ_H3_161251,Rhinella_marina
D1_LZ1_2_1_209102,Rana_temporaria
D2_LZ1_2_92802,Phoenix_dactylifera
D2_LZ2_2_1_225405,Periplaneta_americana_dataset
D3_LZ1_2_1_104727,Scheffersomyces_segobiensis
D3_UK1_2_1_167171,Alca_torda
D5_YZ1_2_73566,Caloenas_nicobarica
G1_TZ_H1_464739,Actenoides_hombroni
H_BN_2_4_315625,Jacana_jacana
H_BN_2_5_351564,Cyprinus_carpio
M_16_1_41689,Heterocephalus_glaber
M_17_2_1_57040,Bartramia_longicauda
M_17_2_2_1536,Acomys_cahirinus
M_64_2_1_184639,Scheffersomyces_segobiensis
M_83_2_1_59169,Alca_torda
P1_XX1_2_25428,Acomys_cahirinus
SQ1_S1_3_390328,Bartramia_longicauda
SQ1_Z1_2_243466,Ameiva_ameiva
YQ_E1_2_5081,Acomys_cahirinus
C1-TZ-H1_24552,Bartramia_longicauda
C1-UK-H1_29888,Phylloscopus_plumbeitarsus
C1-YZ1-H1_159511,Riparia_riparia
GA_XX1_2_31514,Caloenas_nicobarica
GD1_UK1_2_1_18006,homo_sapiens
GH_UK5_2_1_202526,Merops_apiaster
GL_LZ1_2_148655,Bartramia_longicauda
GL_XX2_2_1_6878,Eurillas_virens
GM1_LZ2_2_1_191818,Boana_sibleszi
GM1_LZ3_2_1_37933,Boa_constrictor
GM_HX1_2_1_164716,Scheffersomyces_segobiensis
J5_LD1_2_206279,Pampusana_beccarii
Nd19SPW1_156387,Bartramia_longicauda
X1_LZ1_2_1_121734,Boa_constrictor
X2_YZ_1_2_1_128248,Phoenix_dactylifera
X4_QZ1_2_1_101473,Phoenix_dactylifera
GA_YL1_2_1_43975,Periplaneta_americana_dataset
GW_YZ5_2_109979,Zingiber_officinale
XC1_YZ2_2_1_103680,homo_sapiens
Ns110SPO4_30176,Ardea_alba
X2_04_169976,Manis_pentadactyla
YQ_E1_3_179754,Ardea_alba
G1_QZ1_2_1_110242,Viviania_marifolia
G1_UK_H3_229400,Manihot_esculenta
G1_XZ1_2_245233,Manihot_esculenta
G1_XZ1_2_62470,Phylloscopus_plumbeitarsus
G1_XZ2_2_1_149934,Manihot_esculenta
G1_XZ2_2_2_58001,Frankliniella_intonsa_dataset
G1_XZ2_2_2_196702,Sipha_flava_dataset
G1_YZ1_2_1_4052,Viviania_marifolia
Nh46SPW1_128413,Sipha_flava_dataset
B3_LZ1_2_71716,Cyprinus_carpio
GD1_LZ3_2_154915,Heliornis_fulica
M_64_2_1_761215,Merops_apiaster
Ns106SPO1_69164,Aramus_guarauna
X3_LZ_1_2_1_6997,Manis_pentadactyla
X4_LD1_2_1_116033,Acomys_cahirinus
X4_PM1_2_1_103982,Bartramia_longicauda
chSP5W2_45876,Bartramia_longicauda
C1-YZ1-H1_156783,Crocanthemum_greenei
C1-YZ1-H1_97012,Lagopus_leucura
B1_YZ_H3_36964,Manihot_esculenta
